"id","min","q1","median","mean","q3","max","sd","n","unit","duration","min_time","max_time","kde","mcps","study"
768,0.459166666666667,3.99138888888889,4.00361111111111,4.98726649449671,4.03652777777778,24.0055555555556,2.93507672886913,1807,"hour",375.499606481481,2005-10-19 00:01:23,2006-10-29 12:00:49,6.18918492074126,5.34947154729542,"study1"
769,0.465277777777778,3.98611111111111,4.00736111111111,5.26139879792073,6.01930555555556,36,3.79199144209964,1710,"hour",374.874664351852,2005-01-28 12:01:23,2006-02-07 09:00:54,1.14526240349041,1.19368450657661,"study1"
776,0.457222222222222,3.9875,4.00027777777778,4.58078234398782,4.01638888888889,20.0230555555556,2.42732403241712,1825,"hour",348.330324074074,2006-02-01 08:06:17,2007-01-15 16:01:57,0.68106131921371,0.822736489385259,"study1"
783,3.96055555555556,3.99416666666667,4.00777777777778,5.75596060373497,7.98541666666667,32.0125,3.45770149120966,1303,"hour",312.500694444444,2006-03-25 20:01:47,2007-02-01 08:02:47,0.682098054098854,0.523757934500595,"study1"
784,0.468888888888889,3.99138888888889,4.00638888888889,5.24743051795705,4.03208333333333,24.0222222222222,2.76895998271812,1847,"hour",403.833506944444,2006-04-02 12:01:24,2007-05-11 08:01:39,1.18548102122351,1.05979237206852,"study1"
801,0.464166666666667,3.98444444444444,4.00222222222222,4.63797418996571,4.02888888888889,29.9672222222222,3.06028199159953,2301,"hour",444.665775462963,2005-04-02 16:03:08,2006-06-21 08:01:51,0.404913208098591,0.463584389214397,"study1"
